O*NET-SOC Code,Title,Element Name,Skill_Importance,Skill_Level,Skill_Type,Hot_Technology,In_Demand,Workplace_Example
33-9011.00,Animal Control Workers,Science,1.12,0.12,Essential,,,
33-9011.00,Animal Control Workers,Speaking,3.62,3.12,Essential,,,
33-9011.00,Animal Control Workers,Writing,3.0,3.0,Essential,,,
33-9021.00,Private Detectives and Investigators,Active Learning,3.38,3.38,Essential,,,
33-9021.00,Private Detectives and Investigators,Active Listening,4.12,4.12,Essential,,,
33-9021.00,Private Detectives and Investigators,Critical Thinking,3.88,4.12,Essential,,,
33-9021.00,Private Detectives and Investigators,Learning Strategies,2.5,2.12,Essential,,,
33-9021.00,Private Detectives and Investigators,Mathematics,2.25,2.12,Essential,,,
33-9021.00,Private Detectives and Investigators,Monitoring,3.38,3.5,Essential,,,
33-9021.00,Private Detectives and Investigators,Reading Comprehension,3.88,4.0,Essential,,,
33-9021.00,Private Detectives and Investigators,Science,1.5,0.62,Essential,,,
33-9021.00,Private Detectives and Investigators,Speaking,4.0,3.88,Essential,,,
33-9021.00,Private Detectives and Investigators,Writing,3.62,3.62,Essential,,,
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Active Learning,3.12,3.12,Essential,,,
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Active Listening,3.25,3.25,Essential,,,
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Critical Thinking,3.75,3.75,Essential,,,
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Learning Strategies,2.5,2.88,Essential,,,
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Mathematics,2.12,1.75,Essential,,,
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Monitoring,4.12,3.88,Essential,,,
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Reading Comprehension,3.25,3.5,Essential,,,
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Science,1.25,0.25,Essential,,,
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Speaking,3.62,3.62,Essential,,,
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Writing,3.12,3.12,Essential,,,
33-9032.00,Security Guards,Active Learning,2.88,2.75,Essential,,,
33-9032.00,Security Guards,Active Listening,3.75,3.0,Essential,,,
33-9032.00,Security Guards,Critical Thinking,3.12,3.0,Essential,,,
33-9032.00,Security Guards,Learning Strategies,2.62,2.25,Essential,,,
33-9032.00,Security Guards,Mathematics,2.0,1.25,Essential,,,
33-9032.00,Security Guards,Monitoring,3.38,3.12,Essential,,,
33-9032.00,Security Guards,Reading Comprehension,3.0,3.0,Essential,,,
33-9032.00,Security Guards,Science,1.5,0.62,Essential,,,
33-9032.00,Security Guards,Speaking,3.25,3.0,Essential,,,
33-9032.00,Security Guards,Writing,2.75,2.75,Essential,,,
33-9091.00,Crossing Guards and Flaggers,Active Learning,2.25,1.62,Essential,,,
33-9091.00,Crossing Guards and Flaggers,Active Listening,2.88,2.75,Essential,,,
33-9091.00,Crossing Guards and Flaggers,Critical Thinking,2.75,2.5,Essential,,,
33-9091.00,Crossing Guards and Flaggers,Learning Strategies,1.88,0.88,Essential,,,
33-9091.00,Crossing Guards and Flaggers,Mathematics,1.62,0.62,Essential,,,
33-9091.00,Crossing Guards and Flaggers,Monitoring,2.88,2.62,Essential,,,
33-9091.00,Crossing Guards and Flaggers,Reading Comprehension,2.25,2.0,Essential,,,
33-9091.00,Crossing Guards and Flaggers,Science,1.0,0.0,Essential,,,
33-9091.00,Crossing Guards and Flaggers,Speaking,3.12,2.5,Essential,,,
33-9091.00,Crossing Guards and Flaggers,Writing,2.0,1.75,Essential,,,
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Active Learning,2.75,2.75,Essential,,,
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Active Listening,3.12,3.12,Essential,,,
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Critical Thinking,3.0,3.0,Essential,,,
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Learning Strategies,3.12,3.0,Essential,,,
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Mathematics,1.38,0.62,Essential,,,
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Monitoring,3.75,3.5,Essential,,,
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Reading Comprehension,2.88,2.88,Essential,,,
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Science,1.5,0.62,Essential,,,
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Speaking,3.5,3.0,Essential,,,
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Writing,2.5,2.62,Essential,,,
33-9093.00,Transportation Security Screeners,Active Learning,2.88,3.0,Essential,,,
33-9093.00,Transportation Security Screeners,Active Listening,3.25,3.5,Essential,,,
33-9093.00,Transportation Security Screeners,Critical Thinking,3.25,3.5,Essential,,,
33-9093.00,Transportation Security Screeners,Learning Strategies,2.5,2.75,Essential,,,
33-9093.00,Transportation Security Screeners,Mathematics,1.88,1.62,Essential,,,
33-9093.00,Transportation Security Screeners,Monitoring,3.38,3.12,Essential,,,
33-9093.00,Transportation Security Screeners,Reading Comprehension,3.0,3.0,Essential,,,
33-9093.00,Transportation Security Screeners,Science,1.75,1.0,Essential,,,
33-9093.00,Transportation Security Screeners,Speaking,3.38,3.0,Essential,,,
33-9093.00,Transportation Security Screeners,Writing,2.88,2.62,Essential,,,
33-9094.00,School Bus Monitors,Active Learning,2.12,1.62,Essential,,,
33-9094.00,School Bus Monitors,Active Listening,3.0,2.75,Essential,,,
33-9094.00,School Bus Monitors,Critical Thinking,2.88,2.5,Essential,,,
33-9094.00,School Bus Monitors,Learning Strategies,2.0,2.0,Essential,,,
33-9094.00,School Bus Monitors,Mathematics,1.62,0.62,Essential,,,
33-9094.00,School Bus Monitors,Monitoring,3.75,3.12,Essential,,,
33-9094.00,School Bus Monitors,Reading Comprehension,2.75,2.0,Essential,,,
33-9094.00,School Bus Monitors,Science,1.0,0.0,Essential,,,
33-9094.00,School Bus Monitors,Speaking,3.25,2.62,Essential,,,
33-9094.00,School Bus Monitors,Writing,2.75,2.38,Essential,,,
33-9099.02,Retail Loss Prevention Specialists,Active Learning,3.25,3.0,Essential,,,
33-9099.02,Retail Loss Prevention Specialists,Active Listening,3.5,3.25,Essential,,,
33-9099.02,Retail Loss Prevention Specialists,Critical Thinking,3.75,3.62,Essential,,,
33-9099.02,Retail Loss Prevention Specialists,Learning Strategies,2.88,2.75,Essential,,,
33-9099.02,Retail Loss Prevention Specialists,Mathematics,2.62,2.75,Essential,,,
33-9099.02,Retail Loss Prevention Specialists,Monitoring,3.5,3.5,Essential,,,
33-9099.02,Retail Loss Prevention Specialists,Reading Comprehension,3.25,3.62,Essential,,,
33-9099.02,Retail Loss Prevention Specialists,Science,1.25,0.25,Essential,,,
33-9099.02,Retail Loss Prevention Specialists,Speaking,3.5,3.5,Essential,,,
33-9099.02,Retail Loss Prevention Specialists,Writing,3.12,3.25,Essential,,,
35-1011.00,Chefs and Head Cooks,Active Learning,3.38,3.75,Essential,,,
35-1011.00,Chefs and Head Cooks,Active Listening,3.62,3.5,Essential,,,
35-1011.00,Chefs and Head Cooks,Critical Thinking,3.75,3.88,Essential,,,
35-1011.00,Chefs and Head Cooks,Learning Strategies,3.25,3.25,Essential,,,
35-1011.00,Chefs and Head Cooks,Mathematics,3.0,3.0,Essential,,,
35-1011.00,Chefs and Head Cooks,Monitoring,4.0,4.12,Essential,,,
35-1011.00,Chefs and Head Cooks,Reading Comprehension,3.5,3.5,Essential,,,
35-1011.00,Chefs and Head Cooks,Science,1.75,1.0,Essential,,,
35-1011.00,Chefs and Head Cooks,Speaking,3.88,3.88,Essential,,,
35-1011.00,Chefs and Head Cooks,Writing,3.12,3.12,Essential,,,
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Active Learning,3.0,3.12,Essential,,,
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Active Listening,3.75,3.0,Essential,,,
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Critical Thinking,3.12,3.75,Essential,,,
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Learning Strategies,3.12,3.12,Essential,,,
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Mathematics,3.0,3.0,Essential,,,
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Monitoring,3.88,4.0,Essential,,,
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Reading Comprehension,3.25,3.62,Essential,,,
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Science,1.0,0.0,Essential,,,
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Speaking,3.88,4.0,Essential,,,
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Writing,3.0,3.12,Essential,,,
35-2011.00,"Cooks, Fast Food",Active Learning,2.0,2.0,Essential,,,
35-2011.00,"Cooks, Fast Food",Active Listening,3.0,2.5,Essential,,,
35-2011.00,"Cooks, Fast Food",Critical Thinking,2.62,2.12,Essential,,,
35-2011.00,"Cooks, Fast Food",Learning Strategies,2.0,1.88,Essential,,,
35-2011.00,"Cooks, Fast Food",Mathematics,1.88,1.5,Essential,,,
35-2011.00,"Cooks, Fast Food",Monitoring,2.62,2.12,Essential,,,
35-2011.00,"Cooks, Fast Food",Reading Comprehension,2.75,2.38,Essential,,,
35-2011.00,"Cooks, Fast Food",Science,1.0,0.0,Essential,,,
35-2011.00,"Cooks, Fast Food",Speaking,2.88,2.0,Essential,,,
35-2011.00,"Cooks, Fast Food",Writing,2.12,2.0,Essential,,,
35-2012.00,"Cooks, Institution and Cafeteria",Active Learning,2.88,2.88,Essential,,,
35-2012.00,"Cooks, Institution and Cafeteria",Active Listening,3.0,3.0,Essential,,,
35-2012.00,"Cooks, Institution and Cafeteria",Critical Thinking,3.0,2.88,Essential,,,
35-2012.00,"Cooks, Institution and Cafeteria",Learning Strategies,2.75,2.75,Essential,,,
35-2012.00,"Cooks, Institution and Cafeteria",Mathematics,2.88,2.75,Essential,,,
35-2012.00,"Cooks, Institution and Cafeteria",Monitoring,3.12,3.0,Essential,,,
35-2012.00,"Cooks, Institution and Cafeteria",Reading Comprehension,2.88,2.88,Essential,,,
35-2012.00,"Cooks, Institution and Cafeteria",Science,1.0,0.0,Essential,,,
35-2012.00,"Cooks, Institution and Cafeteria",Speaking,3.12,2.88,Essential,,,
35-2012.00,"Cooks, Institution and Cafeteria",Writing,2.75,2.62,Essential,,,
35-2013.00,"Cooks, Private Household",Active Learning,2.88,3.0,Essential,,,
35-2013.00,"Cooks, Private Household",Active Listening,3.0,2.88,Essential,,,
35-2013.00,"Cooks, Private Household",Critical Thinking,3.25,3.12,Essential,,,
35-2013.00,"Cooks, Private Household",Learning Strategies,2.75,2.38,Essential,,,
35-2013.00,"Cooks, Private Household",Mathematics,2.25,2.0,Essential,,,
35-2013.00,"Cooks, Private Household",Monitoring,3.0,3.0,Essential,,,
35-2013.00,"Cooks, Private Household",Reading Comprehension,3.0,3.0,Essential,,,
35-2013.00,"Cooks, Private Household",Science,1.38,0.5,Essential,,,
35-2013.00,"Cooks, Private Household",Speaking,3.0,2.88,Essential,,,
35-2013.00,"Cooks, Private Household",Writing,2.88,2.75,Essential,,,
35-2014.00,"Cooks, Restaurant",Active Learning,2.75,2.75,Essential,,,
35-2014.00,"Cooks, Restaurant",Active Listening,2.88,2.75,Essential,,,
35-2014.00,"Cooks, Restaurant",Critical Thinking,3.0,3.12,Essential,,,
35-2014.00,"Cooks, Restaurant",Learning Strategies,2.0,2.12,Essential,,,
35-2014.00,"Cooks, Restaurant",Mathematics,2.25,2.38,Essential,,,
35-2014.00,"Cooks, Restaurant",Monitoring,3.0,3.12,Essential,,,
35-2014.00,"Cooks, Restaurant",Reading Comprehension,2.75,2.5,Essential,,,
35-2014.00,"Cooks, Restaurant",Science,1.38,0.38,Essential,,,
35-2014.00,"Cooks, Restaurant",Speaking,3.0,2.75,Essential,,,
35-2014.00,"Cooks, Restaurant",Writing,2.25,2.12,Essential,,,
35-2015.00,"Cooks, Short Order",Active Learning,2.38,2.38,Essential,,,
35-2015.00,"Cooks, Short Order",Active Listening,3.12,2.38,Essential,,,
35-2015.00,"Cooks, Short Order",Critical Thinking,2.88,2.88,Essential,,,
35-2015.00,"Cooks, Short Order",Learning Strategies,2.0,2.0,Essential,,,
35-2015.00,"Cooks, Short Order",Mathematics,2.12,2.0,Essential,,,
35-2015.00,"Cooks, Short Order",Monitoring,2.88,2.62,Essential,,,
35-2015.00,"Cooks, Short Order",Reading Comprehension,3.12,2.38,Essential,,,
35-2015.00,"Cooks, Short Order",Science,1.0,0.0,Essential,,,
35-2015.00,"Cooks, Short Order",Speaking,3.0,2.5,Essential,,,
35-2015.00,"Cooks, Short Order",Writing,2.25,2.12,Essential,,,
35-2021.00,Food Preparation Workers,Active Learning,2.0,1.88,Essential,,,
35-2021.00,Food Preparation Workers,Active Listening,3.0,2.38,Essential,,,
35-2021.00,Food Preparation Workers,Critical Thinking,2.75,2.0,Essential,,,
35-2021.00,Food Preparation Workers,Learning Strategies,2.0,2.0,Essential,,,
35-2021.00,Food Preparation Workers,Mathematics,2.0,1.75,Essential,,,
35-2021.00,Food Preparation Workers,Monitoring,2.5,1.88,Essential,,,
35-2021.00,Food Preparation Workers,Reading Comprehension,2.62,2.0,Essential,,,
35-2021.00,Food Preparation Workers,Science,1.0,0.0,Essential,,,
35-2021.00,Food Preparation Workers,Speaking,2.88,2.12,Essential,,,
35-2021.00,Food Preparation Workers,Writing,1.88,1.75,Essential,,,
35-3011.00,Bartenders,Active Learning,3.0,3.0,Essential,,,
35-3011.00,Bartenders,Active Listening,3.75,3.12,Essential,,,
35-3011.00,Bartenders,Critical Thinking,3.12,2.88,Essential,,,
35-3011.00,Bartenders,Learning Strategies,2.88,2.88,Essential,,,
35-3011.00,Bartenders,Mathematics,2.25,2.12,Essential,,,
35-3011.00,Bartenders,Monitoring,3.0,3.0,Essential,,,
35-3011.00,Bartenders,Reading Comprehension,3.0,3.0,Essential,,,
35-3011.00,Bartenders,Science,1.0,0.0,Essential,,,
35-3011.00,Bartenders,Speaking,3.12,3.0,Essential,,,
35-3011.00,Bartenders,Writing,2.75,3.0,Essential,,,
35-3023.00,Fast Food and Counter Workers,Active Learning,1.88,1.62,Essential,,,
35-3023.00,Fast Food and Counter Workers,Active Listening,3.0,2.25,Essential,,,
35-3023.00,Fast Food and Counter Workers,Critical Thinking,2.5,2.5,Essential,,,
35-3023.00,Fast Food and Counter Workers,Learning Strategies,2.0,2.0,Essential,,,
35-3023.00,Fast Food and Counter Workers,Mathematics,2.0,1.88,Essential,,,
35-3023.00,Fast Food and Counter Workers,Monitoring,2.88,2.25,Essential,,,
35-3023.00,Fast Food and Counter Workers,Reading Comprehension,2.38,2.12,Essential,,,
35-3023.00,Fast Food and Counter Workers,Science,1.0,0.0,Essential,,,
35-3023.00,Fast Food and Counter Workers,Speaking,2.62,2.0,Essential,,,
35-3023.00,Fast Food and Counter Workers,Writing,2.0,1.75,Essential,,,
35-3023.01,Baristas,Active Learning,2.5,2.5,Essential,,,
35-3023.01,Baristas,Active Listening,3.38,2.62,Essential,,,
35-3023.01,Baristas,Critical Thinking,2.62,2.62,Essential,,,
35-3023.01,Baristas,Learning Strategies,2.0,2.0,Essential,,,
35-3023.01,Baristas,Mathematics,1.88,1.62,Essential,,,
35-3023.01,Baristas,Monitoring,3.0,2.75,Essential,,,
35-3023.01,Baristas,Reading Comprehension,2.88,2.75,Essential,,,
35-3023.01,Baristas,Science,1.0,0.0,Essential,,,
35-3023.01,Baristas,Speaking,3.25,2.88,Essential,,,
35-3023.01,Baristas,Writing,2.5,2.25,Essential,,,
35-3031.00,Waiters and Waitresses,Active Learning,2.5,2.25,Essential,,,
35-3031.00,Waiters and Waitresses,Active Listening,3.5,2.5,Essential,,,
35-3031.00,Waiters and Waitresses,Critical Thinking,2.88,2.88,Essential,,,
35-3031.00,Waiters and Waitresses,Learning Strategies,2.0,2.0,Essential,,,
35-3031.00,Waiters and Waitresses,Mathematics,2.12,1.88,Essential,,,
35-3031.00,Waiters and Waitresses,Monitoring,3.0,2.62,Essential,,,
35-3031.00,Waiters and Waitresses,Reading Comprehension,2.75,2.12,Essential,,,
35-3031.00,Waiters and Waitresses,Science,1.0,0.0,Essential,,,
35-3031.00,Waiters and Waitresses,Speaking,3.5,2.62,Essential,,,
35-3031.00,Waiters and Waitresses,Writing,2.12,2.0,Essential,,,
35-3041.00,"Food Servers, Nonrestaurant",Active Learning,2.0,2.12,Essential,,,
35-3041.00,"Food Servers, Nonrestaurant",Active Listening,3.0,2.38,Essential,,,
35-3041.00,"Food Servers, Nonrestaurant",Critical Thinking,2.88,2.38,Essential,,,
35-3041.00,"Food Servers, Nonrestaurant",Learning Strategies,2.0,2.12,Essential,,,
35-3041.00,"Food Servers, Nonrestaurant",Mathematics,2.0,1.5,Essential,,,
35-3041.00,"Food Servers, Nonrestaurant",Monitoring,2.75,2.25,Essential,,,
35-3041.00,"Food Servers, Nonrestaurant",Reading Comprehension,2.88,2.12,Essential,,,
35-3041.00,"Food Servers, Nonrestaurant",Science,1.0,0.0,Essential,,,
35-3041.00,"Food Servers, Nonrestaurant",Speaking,3.0,2.5,Essential,,,
35-3041.00,"Food Servers, Nonrestaurant",Writing,2.0,2.12,Essential,,,
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Active Learning,2.12,2.12,Essential,,,
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Active Listening,3.0,2.0,Essential,,,
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Critical Thinking,2.75,2.25,Essential,,,
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Learning Strategies,2.0,2.0,Essential,,,
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Mathematics,1.88,1.25,Essential,,,
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Monitoring,2.88,2.12,Essential,,,
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Reading Comprehension,2.38,2.0,Essential,,,
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Science,1.0,0.0,Essential,,,
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Speaking,2.88,2.12,Essential,,,
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Writing,2.0,1.25,Essential,,,
35-9021.00,Dishwashers,Active Learning,1.88,1.75,Essential,,,
35-9021.00,Dishwashers,Active Listening,2.62,2.0,Essential,,,
35-9021.00,Dishwashers,Critical Thinking,2.5,2.0,Essential,,,
35-9021.00,Dishwashers,Learning Strategies,2.0,1.25,Essential,,,
35-9021.00,Dishwashers,Mathematics,1.5,0.5,Essential,,,
35-9021.00,Dishwashers,Monitoring,2.5,2.0,Essential,,,
35-9021.00,Dishwashers,Reading Comprehension,2.0,1.88,Essential,,,
35-9021.00,Dishwashers,Science,1.0,0.0,Essential,,,
35-9021.00,Dishwashers,Speaking,2.5,2.0,Essential,,,
35-9021.00,Dishwashers,Writing,1.75,1.5,Essential,,,
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Active Learning,2.62,2.0,Essential,,,
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Active Listening,3.5,2.88,Essential,,,
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Critical Thinking,2.75,2.62,Essential,,,
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Learning Strategies,2.0,2.0,Essential,,,
